IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
17,10.215.173.1,57311,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,131,1,1,2026-02-02T20:46:29.586+08:00,2026-02-02T20:46:29.591+08:00
17,10.215.173.1,50419,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,178,1,1,2026-02-02T20:46:29.590+08:00,2026-02-02T20:46:29.605+08:00
6,10.215.173.1,38338,161.49.34.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,optsdk.gameyw.easebar.com,1655,5311,13,12,2026-02-02T20:46:29.635+08:00,2026-02-02T20:46:29.847+08:00
6,10.215.173.1,40088,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1249,5853,9,8,2026-02-02T20:46:29.886+08:00,2026-02-02T20:46:30.142+08:00
6,10.215.173.1,40090,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1313,6511,11,10,2026-02-02T20:46:29.942+08:00,2026-02-02T20:46:30.149+08:00
6,10.215.173.1,40104,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1205,4075,9,9,2026-02-02T20:46:29.977+08:00,2026-02-02T20:46:30.260+08:00
17,10.215.173.1,38730,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,applog.matrix.easebar.com,71,87,1,1,2026-02-02T20:46:29.983+08:00,2026-02-02T20:46:29.998+08:00
6,10.215.173.1,53100,34.36.163.39,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,mcount.easebar.com,1743,5788,9,9,2026-02-02T20:46:29.987+08:00,2026-02-02T20:46:37.169+08:00
6,10.215.173.1,60410,34.120.31.123,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Error,applog.matrix.easebar.com,2791,6522,12,11,2026-02-02T20:46:30.003+08:00,2026-02-02T20:46:51.996+08:00
17,10.215.173.1,44326,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,244,1,1,2026-02-02T20:46:30.134+08:00,2026-02-02T20:46:30.150+08:00
17,10.215.173.1,32782,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,220,1,1,2026-02-02T20:46:30.137+08:00,2026-02-02T20:46:30.155+08:00
6,10.215.173.1,54598,202.69.184.88,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,22984,18864388,533,2455,2026-02-02T20:46:30.162+08:00,2026-02-02T20:47:40.605+08:00
17,10.215.173.1,62570,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.netease.com,75,218,1,1,2026-02-02T20:46:30.267+08:00,2026-02-02T20:46:30.283+08:00
17,10.215.173.1,38823,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.netease.com,75,176,1,1,2026-02-02T20:46:30.270+08:00,2026-02-02T20:46:30.286+08:00
6,10.215.173.1,56496,23.8.157.95,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.netease.com,2738,624964,47,192,2026-02-02T20:46:30.290+08:00,2026-02-02T20:46:30.928+08:00
6,10.215.173.1,56500,23.8.157.95,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.netease.com,2658,523122,45,158,2026-02-02T20:46:30.295+08:00,2026-02-02T20:46:30.843+08:00
6,10.215.173.1,56506,23.8.157.95,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.netease.com,2578,526010,43,126,2026-02-02T20:46:30.299+08:00,2026-02-02T20:46:30.841+08:00
6,10.215.173.1,56518,23.8.157.95,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.netease.com,2658,522571,45,174,2026-02-02T20:46:30.325+08:00,2026-02-02T20:46:30.860+08:00
6,10.215.173.1,56520,23.8.157.95,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.netease.com,2738,504760,47,184,2026-02-02T20:46:30.335+08:00,2026-02-02T20:46:30.846+08:00
6,10.215.173.1,59862,57.144.228.141,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,graph.facebook.com,2024,4884,12,12,2026-02-02T20:46:34.271+08:00,2026-02-02T20:46:40.201+08:00
17,10.215.173.1,21908,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,218,1,1,2026-02-02T20:46:36.518+08:00,2026-02-02T20:46:36.533+08:00
6,10.215.173.1,40106,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1233,6470,9,9,2026-02-02T20:46:36.559+08:00,2026-02-02T20:46:36.778+08:00
17,10.215.173.1,33869,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,kiwarb-launches.appsflyersdk.com,78,142,1,1,2026-02-02T20:46:36.793+08:00,2026-02-02T20:46:36.811+08:00
6,10.215.173.1,59082,108.158.209.216,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,kiwarb-launches.appsflyersdk.com,3224,1197,10,10,2026-02-02T20:46:36.820+08:00,2026-02-02T20:47:23.263+08:00
6,10.215.173.1,43488,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1313,6472,11,9,2026-02-02T20:46:37.463+08:00,2026-02-02T20:46:37.953+08:00
6,10.215.173.1,52498,34.36.163.39,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,mcount.easebar.com,1802,1494,9,9,2026-02-02T20:46:39.992+08:00,2026-02-02T20:47:23.605+08:00
6,10.215.173.1,43492,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1353,6550,11,11,2026-02-02T20:46:41.540+08:00,2026-02-02T20:46:44.719+08:00
17,10.215.173.1,23680,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,178,1,1,2026-02-02T20:46:42.877+08:00,2026-02-02T20:46:42.899+08:00
6,10.215.173.1,43500,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1169,5084,7,8,2026-02-02T20:46:42.909+08:00,2026-02-02T20:46:43.184+08:00
6,10.215.173.1,43502,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6472,8,9,2026-02-02T20:46:45.508+08:00,2026-02-02T20:46:45.651+08:00
17,10.215.173.1,12806,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,244,1,1,2026-02-02T20:46:48.157+08:00,2026-02-02T20:46:48.173+08:00
17,10.215.173.1,28801,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,244,1,1,2026-02-02T20:46:48.160+08:00,2026-02-02T20:46:48.175+08:00
17,10.215.173.1,21326,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,220,1,1,2026-02-02T20:46:48.163+08:00,2026-02-02T20:46:48.179+08:00
17,10.215.173.1,21237,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,220,1,1,2026-02-02T20:46:48.166+08:00,2026-02-02T20:46:48.182+08:00
6,10.215.173.1,39812,202.69.184.88,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,19972,15111332,412,2881,2026-02-02T20:46:48.188+08:00,2026-02-02T20:47:17.433+08:00
6,10.215.173.1,39804,202.69.184.88,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,13824,8242477,294,1615,2026-02-02T20:46:48.192+08:00,2026-02-02T20:47:17.443+08:00
6,10.215.173.1,39824,202.69.184.88,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,18930,13971578,392,2457,2026-02-02T20:46:48.195+08:00,2026-02-02T20:47:17.437+08:00
6,10.215.173.1,39836,202.69.184.88,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,15170,14696181,298,2407,2026-02-02T20:46:48.198+08:00,2026-02-02T20:47:17.437+08:00
6,10.215.173.1,39852,202.69.184.88,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,14819,8864585,319,1890,2026-02-02T20:46:48.202+08:00,2026-02-02T20:47:17.443+08:00
6,10.215.173.1,39856,202.69.184.88,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,18493,16094518,363,2042,2026-02-02T20:46:48.206+08:00,2026-02-02T20:47:17.433+08:00
6,10.215.173.1,39864,202.69.184.88,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,16024,8328160,349,1784,2026-02-02T20:46:48.208+08:00,2026-02-02T20:47:17.443+08:00
6,10.215.173.1,39876,202.69.184.88,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,19522,17235032,395,3089,2026-02-02T20:46:48.211+08:00,2026-02-02T20:47:17.444+08:00
6,10.215.173.1,48256,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6433,8,8,2026-02-02T20:46:49.541+08:00,2026-02-02T20:46:49.769+08:00
17,10.215.173.1,61872,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,graph.facebook.com,64,104,1,1,2026-02-02T20:46:51.546+08:00,2026-02-02T20:46:51.564+08:00
6,10.215.173.1,43692,57.144.182.141,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,graph.facebook.com,2504,4485,14,14,2026-02-02T20:46:51.570+08:00,2026-02-02T20:47:38.170+08:00
17,10.215.173.1,14924,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,218,1,1,2026-02-02T20:46:53.493+08:00,2026-02-02T20:46:53.515+08:00
17,10.215.173.1,18360,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,178,1,1,2026-02-02T20:46:53.497+08:00,2026-02-02T20:46:53.515+08:00
6,10.215.173.1,48258,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6432,8,8,2026-02-02T20:46:53.537+08:00,2026-02-02T20:46:53.809+08:00
17,10.215.173.1,13702,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,218,1,1,2026-02-02T20:46:57.506+08:00,2026-02-02T20:46:57.523+08:00
6,10.215.173.1,57736,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6432,8,8,2026-02-02T20:46:57.539+08:00,2026-02-02T20:46:57.704+08:00
17,10.215.173.1,10889,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,131,1,1,2026-02-02T20:47:01.474+08:00,2026-02-02T20:47:01.481+08:00
6,10.215.173.1,57748,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6432,8,8,2026-02-02T20:47:01.510+08:00,2026-02-02T20:47:01.708+08:00
6,10.215.173.1,57754,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1233,6512,9,10,2026-02-02T20:47:05.513+08:00,2026-02-02T20:47:05.770+08:00
6,10.215.173.1,44780,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6473,8,9,2026-02-02T20:47:09.511+08:00,2026-02-02T20:47:09.646+08:00
17,10.215.173.1,43865,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,150,91,2,1,2026-02-02T20:47:13.447+08:00,2026-02-02T20:47:18.455+08:00
17,10.215.173.1,1650,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,218,1,1,2026-02-02T20:47:17.450+08:00,2026-02-02T20:47:17.465+08:00
17,10.215.173.1,43560,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,178,1,1,2026-02-02T20:47:17.453+08:00,2026-02-02T20:47:17.470+08:00
6,10.215.173.1,55042,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6433,8,8,2026-02-02T20:47:17.475+08:00,2026-02-02T20:47:17.602+08:00
6,10.215.173.1,55048,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1273,6471,10,9,2026-02-02T20:47:18.555+08:00,2026-02-02T20:47:18.739+08:00
17,10.215.173.1,47108,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,244,1,1,2026-02-02T20:47:18.875+08:00,2026-02-02T20:47:18.891+08:00
17,10.215.173.1,37511,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,244,1,1,2026-02-02T20:47:18.878+08:00,2026-02-02T20:47:18.892+08:00
17,10.215.173.1,27149,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,220,1,1,2026-02-02T20:47:18.879+08:00,2026-02-02T20:47:18.894+08:00
17,10.215.173.1,18901,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,220,1,1,2026-02-02T20:47:18.882+08:00,2026-02-02T20:47:18.933+08:00
6,10.215.173.1,40026,202.69.184.115,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,45256,24279494,950,4197,2026-02-02T20:47:18.899+08:00,2026-02-02T20:47:49.982+08:00
6,10.215.173.1,40030,202.69.184.115,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,45168,23500026,948,4353,2026-02-02T20:47:18.904+08:00,2026-02-02T20:47:49.990+08:00
6,10.215.173.1,40050,202.69.184.115,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,50678,31341757,1016,4976,2026-02-02T20:47:18.909+08:00,2026-02-02T20:47:49.986+08:00
6,10.215.173.1,40036,202.69.184.115,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,39132,22189203,810,3474,2026-02-02T20:47:18.913+08:00,2026-02-02T20:47:49.991+08:00
6,10.215.173.1,40058,202.69.184.115,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,43045,28663337,869,3707,2026-02-02T20:47:18.918+08:00,2026-02-02T20:47:49.991+08:00
6,10.215.173.1,40064,202.69.184.115,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,41752,19170619,869,3479,2026-02-02T20:47:18.923+08:00,2026-02-02T20:47:49.988+08:00
6,10.215.173.1,40078,202.69.184.115,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,49495,27909669,1018,4915,2026-02-02T20:47:18.927+08:00,2026-02-02T20:47:49.991+08:00
6,10.215.173.1,52180,161.49.21.216,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,46870,25210869,978,4434,2026-02-02T20:47:18.946+08:00,2026-02-02T20:47:49.989+08:00
17,10.215.173.1,16425,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,218,1,1,2026-02-02T20:47:22.185+08:00,2026-02-02T20:47:22.200+08:00
6,10.215.173.1,55052,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6432,8,8,2026-02-02T20:47:22.205+08:00,2026-02-02T20:47:22.532+08:00
6,10.215.173.1,55058,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6431,8,8,2026-02-02T20:47:22.566+08:00,2026-02-02T20:47:22.788+08:00
17,10.215.173.1,59995,34.89.190.51,4160,10356,Tank Company,com.netease.tankcompany,UDP,Closed,,1941,1641,19,21,2026-02-02T20:47:22.572+08:00,2026-02-02T20:48:29.323+08:00
17,10.215.173.1,37067,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,whoami.nie.easebar.com,68,176,1,1,2026-02-02T20:47:22.586+08:00,2026-02-02T20:47:22.679+08:00
6,10.215.173.1,33486,54.65.224.103,443,10356,Tank Company,com.netease.tankcompany,TLS,Closed,whoami.nie.easebar.com,140,128,3,3,2026-02-02T20:47:22.684+08:00,2026-02-02T20:47:22.811+08:00
6,10.215.173.1,33502,54.65.224.103,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Error,whoami.nie.easebar.com,1346,5422,9,9,2026-02-02T20:47:22.752+08:00,2026-02-02T20:47:24.180+08:00
17,10.215.173.1,42482,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,218,1,1,2026-02-02T20:47:23.018+08:00,2026-02-02T20:47:23.037+08:00
17,10.215.173.1,44513,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,impression.update.easebar.com,75,178,1,1,2026-02-02T20:47:23.043+08:00,2026-02-02T20:47:23.267+08:00
6,10.215.173.1,55074,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1169,5853,7,8,2026-02-02T20:47:23.054+08:00,2026-02-02T20:47:23.523+08:00
6,10.215.173.1,55088,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,TLS,Closed,impression.update.easebar.com,180,175,4,4,2026-02-02T20:47:23.272+08:00,2026-02-02T20:47:23.410+08:00
6,10.215.173.1,55090,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Error,impression.update.easebar.com,1334,5620,10,10,2026-02-02T20:47:23.352+08:00,2026-02-02T20:47:24.382+08:00
17,10.215.173.1,24068,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,netlink-sigma.proxima.nie.easebar.com,83,143,1,1,2026-02-02T20:47:23.600+08:00,2026-02-02T20:47:23.629+08:00
6,10.215.173.1,55106,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,TLS,Closed,impression.update.easebar.com,180,175,4,4,2026-02-02T20:47:23.603+08:00,2026-02-02T20:47:23.642+08:00
6,10.215.173.1,55116,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Error,impression.update.easebar.com,1296,5026,9,10,2026-02-02T20:47:23.626+08:00,2026-02-02T20:47:24.497+08:00
6,10.215.173.1,46892,74.176.163.185,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Error,netlink-sigma.proxima.nie.easebar.com,2014,7366,9,9,2026-02-02T20:47:23.635+08:00,2026-02-02T20:47:24.817+08:00
17,10.215.173.1,30526,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.netease.com,75,218,1,1,2026-02-02T20:47:23.723+08:00,2026-02-02T20:47:23.738+08:00
17,10.215.173.1,65054,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.netease.com,75,176,1,1,2026-02-02T20:47:23.725+08:00,2026-02-02T20:47:23.741+08:00
17,10.215.173.1,19063,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.netease.com,75,218,1,1,2026-02-02T20:47:23.732+08:00,2026-02-02T20:47:23.753+08:00
17,10.215.173.1,3070,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.netease.com,75,176,1,1,2026-02-02T20:47:23.734+08:00,2026-02-02T20:47:23.754+08:00
6,10.215.173.1,38390,23.8.157.95,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.netease.com,2698,620924,46,91,2026-02-02T20:47:23.743+08:00,2026-02-02T20:47:24.510+08:00
6,10.215.173.1,38392,23.8.157.95,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.netease.com,2578,518812,43,80,2026-02-02T20:47:23.746+08:00,2026-02-02T20:47:24.355+08:00
6,10.215.173.1,38396,23.8.157.95,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.netease.com,2538,519922,42,78,2026-02-02T20:47:23.749+08:00,2026-02-02T20:47:24.481+08:00
6,10.215.173.1,38400,23.8.157.95,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.netease.com,2618,500721,44,83,2026-02-02T20:47:23.752+08:00,2026-02-02T20:47:24.611+08:00
6,10.215.173.1,38406,23.8.157.95,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.netease.com,2818,525411,49,111,2026-02-02T20:47:23.761+08:00,2026-02-02T20:47:24.550+08:00
6,10.215.173.1,55130,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,TLS,Closed,impression.update.easebar.com,180,175,4,4,2026-02-02T20:47:23.825+08:00,2026-02-02T20:47:23.858+08:00
6,10.215.173.1,55140,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,impression.update.easebar.com,1224,3838,8,8,2026-02-02T20:47:23.846+08:00,2026-02-02T20:48:26.136+08:00
6,10.215.173.1,37004,34.120.31.123,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,applog.matrix.easebar.com,12723,7401,24,29,2026-02-02T20:47:23.910+08:00,2026-02-02T20:47:39.632+08:00
6,10.215.173.1,45424,34.36.163.39,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,mcount.easebar.com,3233,1912,11,11,2026-02-02T20:47:23.955+08:00,2026-02-02T20:47:38.655+08:00
17,10.215.173.1,33766,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,sdk-os.mpsdk.easebar.com,70,109,1,1,2026-02-02T20:47:24.012+08:00,2026-02-02T20:47:24.144+08:00
6,10.215.173.1,53192,34.102.237.119,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Error,sdk-os.mpsdk.easebar.com,6831,26622,19,23,2026-02-02T20:47:24.174+08:00,2026-02-02T20:47:39.524+08:00
17,10.215.173.1,51690,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,drpf-h67naxx2gb.proxima.nie.easebar.com,85,226,1,1,2026-02-02T20:47:24.479+08:00,2026-02-02T20:47:24.519+08:00
6,10.215.173.1,37456,8.221.190.98,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,drpf-h67naxx2gb.proxima.nie.easebar.com,17404,8899,29,29,2026-02-02T20:47:24.524+08:00,2026-02-02T20:47:38.721+08:00
6,10.215.173.1,55144,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6433,8,8,2026-02-02T20:47:26.561+08:00,2026-02-02T20:47:27.016+08:00
6,10.215.173.1,48032,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6472,8,9,2026-02-02T20:47:27.022+08:00,2026-02-02T20:47:27.301+08:00
6,10.215.173.1,48034,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6473,8,9,2026-02-02T20:47:30.621+08:00,2026-02-02T20:47:30.850+08:00
17,10.215.173.1,11874,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,178,1,1,2026-02-02T20:47:34.525+08:00,2026-02-02T20:47:34.541+08:00
6,10.215.173.1,48042,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1233,6552,9,11,2026-02-02T20:47:34.551+08:00,2026-02-02T20:47:34.636+08:00
6,10.215.173.1,48054,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6433,8,8,2026-02-02T20:47:34.561+08:00,2026-02-02T20:47:34.640+08:00
17,10.215.173.1,61030,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,kiwarb-launches.appsflyersdk.com,78,142,1,1,2026-02-02T20:47:37.782+08:00,2026-02-02T20:47:37.798+08:00
6,10.215.173.1,32782,108.158.209.124,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Error,kiwarb-launches.appsflyersdk.com,3256,5776,10,9,2026-02-02T20:47:37.808+08:00,2026-02-02T20:47:38.772+08:00
6,10.215.173.1,33748,57.144.182.141,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,graph.facebook.com,3533,12971,19,19,2026-02-02T20:47:38.334+08:00,2026-02-02T20:48:12.045+08:00
17,10.215.173.1,27748,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,update.unisdk.easebar.com,71,187,1,1,2026-02-02T20:47:38.346+08:00,2026-02-02T20:47:38.371+08:00
6,10.215.173.1,48760,202.69.184.104,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Error,update.unisdk.easebar.com,1425,7142,11,10,2026-02-02T20:47:38.376+08:00,2026-02-02T20:47:40.784+08:00
6,10.215.173.1,34212,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6431,8,8,2026-02-02T20:47:38.609+08:00,2026-02-02T20:47:38.763+08:00
17,10.215.173.1,17568,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,protocol.unisdk.easebar.com,73,191,1,1,2026-02-02T20:47:38.649+08:00,2026-02-02T20:47:38.663+08:00
6,10.215.173.1,42192,202.69.184.112,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,protocol.unisdk.easebar.com,3029,46633,17,23,2026-02-02T20:47:38.670+08:00,2026-02-02T20:47:44.122+08:00
17,10.215.173.1,55765,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,drpf-h67naxx2gb.proxima.nie.easebar.com,85,117,1,1,2026-02-02T20:47:39.074+08:00,2026-02-02T20:47:39.147+08:00
