IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
6,10.215.173.1,55348,8.221.190.98,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,drpf-h67naxx2gb.proxima.nie.easebar.com,30840,10292,47,47,2026-02-02T20:47:39.157+08:00,2026-02-02T20:48:12.264+08:00
6,10.215.173.1,33764,57.144.182.141,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,graph.facebook.com,2003,6204,14,14,2026-02-02T20:47:39.164+08:00,2026-02-02T20:48:10.386+08:00
6,10.215.173.1,55386,34.120.31.123,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Error,applog.matrix.easebar.com,6266,8247,16,17,2026-02-02T20:47:40.601+08:00,2026-02-02T20:48:12.436+08:00
6,10.215.173.1,34224,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6432,8,8,2026-02-02T20:47:42.534+08:00,2026-02-02T20:47:43.159+08:00
17,10.215.173.1,18686,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,218,1,1,2026-02-02T20:47:43.186+08:00,2026-02-02T20:47:43.366+08:00
6,10.215.173.1,34234,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1233,6512,9,10,2026-02-02T20:47:43.376+08:00,2026-02-02T20:47:43.568+08:00
6,10.215.173.1,48302,34.36.163.39,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Error,mcount.easebar.com,2642,5788,10,9,2026-02-02T20:47:43.910+08:00,2026-02-02T20:48:12.032+08:00
6,10.215.173.1,34240,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1233,6512,9,10,2026-02-02T20:47:46.547+08:00,2026-02-02T20:47:47.741+08:00
17,10.215.173.1,31244,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,244,1,1,2026-02-02T20:47:50.204+08:00,2026-02-02T20:47:50.219+08:00
17,10.215.173.1,54938,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,244,1,1,2026-02-02T20:47:50.206+08:00,2026-02-02T20:47:50.221+08:00
17,10.215.173.1,60223,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,220,1,1,2026-02-02T20:47:50.209+08:00,2026-02-02T20:47:50.223+08:00
17,10.215.173.1,1078,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,220,1,1,2026-02-02T20:47:50.211+08:00,2026-02-02T20:47:50.226+08:00
6,10.215.173.1,57696,202.69.184.115,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,40704,24691182,830,4908,2026-02-02T20:47:50.230+08:00,2026-02-02T20:48:29.741+08:00
6,10.215.173.1,57710,202.69.184.115,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,50288,34807624,1006,6681,2026-02-02T20:47:50.233+08:00,2026-02-02T20:48:29.743+08:00
6,10.215.173.1,57720,202.69.184.115,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,41900,25854126,835,4668,2026-02-02T20:47:50.237+08:00,2026-02-02T20:48:29.744+08:00
6,10.215.173.1,57726,202.69.184.115,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,38972,24378033,774,4950,2026-02-02T20:47:50.240+08:00,2026-02-02T20:48:29.744+08:00
6,10.215.173.1,57742,202.69.184.115,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,42934,23150550,892,4262,2026-02-02T20:47:50.242+08:00,2026-02-02T20:48:29.741+08:00
6,10.215.173.1,40258,161.49.21.210,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,38833,26407480,764,5080,2026-02-02T20:47:50.243+08:00,2026-02-02T20:48:29.740+08:00
6,10.215.173.1,57758,202.69.184.115,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,42505,26386486,844,4875,2026-02-02T20:47:50.246+08:00,2026-02-02T20:48:29.743+08:00
6,10.215.173.1,57774,202.69.184.115,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,42874,30541388,859,4896,2026-02-02T20:47:50.250+08:00,2026-02-02T20:48:29.745+08:00
17,10.215.173.1,22433,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,178,1,1,2026-02-02T20:47:50.522+08:00,2026-02-02T20:47:50.606+08:00
17,10.215.173.1,50117,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,91,1,1,2026-02-02T20:47:50.543+08:00,2026-02-02T20:47:50.623+08:00
6,10.215.173.1,44940,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6433,8,8,2026-02-02T20:47:50.611+08:00,2026-02-02T20:47:51.073+08:00
6,10.215.173.1,44950,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1233,6553,9,11,2026-02-02T20:47:50.625+08:00,2026-02-02T20:47:50.955+08:00
6,10.215.173.1,44952,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1233,6512,9,10,2026-02-02T20:47:54.529+08:00,2026-02-02T20:47:54.645+08:00
17,10.215.173.1,51691,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,218,1,1,2026-02-02T20:47:58.556+08:00,2026-02-02T20:47:58.577+08:00
6,10.215.173.1,56000,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6472,8,9,2026-02-02T20:47:58.585+08:00,2026-02-02T20:47:58.691+08:00
6,10.215.173.1,56014,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6471,8,9,2026-02-02T20:47:58.717+08:00,2026-02-02T20:47:58.874+08:00
6,10.215.173.1,56022,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6433,8,8,2026-02-02T20:48:02.621+08:00,2026-02-02T20:48:02.810+08:00
6,10.215.173.1,56026,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1125,4033,7,8,2026-02-02T20:48:06.608+08:00,2026-02-02T20:48:06.810+08:00
6,10.215.173.1,56042,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1165,4073,8,9,2026-02-02T20:48:06.618+08:00,2026-02-02T20:48:06.798+08:00
6,10.215.173.1,56054,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6432,8,8,2026-02-02T20:48:06.636+08:00,2026-02-02T20:48:06.817+08:00
17,10.215.173.1,38537,8.219.58.92,4120,10356,Tank Company,com.netease.tankcompany,UDP,Closed,,44410,685383,438,873,2026-02-02T20:48:10.135+08:00,2026-02-02T20:52:57.858+08:00
17,10.215.173.1,26753,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,impression.update.easebar.com,75,178,1,1,2026-02-02T20:48:10.139+08:00,2026-02-02T20:48:10.157+08:00
6,10.215.173.1,51800,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,TLS,Closed,impression.update.easebar.com,180,175,4,4,2026-02-02T20:48:10.168+08:00,2026-02-02T20:48:10.201+08:00
6,10.215.173.1,51808,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,impression.update.easebar.com,1376,5137,11,12,2026-02-02T20:48:10.196+08:00,2026-02-02T20:48:12.106+08:00
6,10.215.173.1,51822,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,TLS,Closed,impression.update.easebar.com,180,175,4,4,2026-02-02T20:48:10.374+08:00,2026-02-02T20:48:10.403+08:00
6,10.215.173.1,51832,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,impression.update.easebar.com,1184,3838,7,8,2026-02-02T20:48:10.392+08:00,2026-02-02T20:49:11.201+08:00
17,10.215.173.1,22806,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,unisdk.proxima.nie.easebar.com,76,217,1,1,2026-02-02T20:48:11.589+08:00,2026-02-02T20:48:11.607+08:00
17,10.215.173.1,63653,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,mgbsdknaeast.matrix.easebar.com,77,169,1,1,2026-02-02T20:48:11.598+08:00,2026-02-02T20:48:11.618+08:00
6,10.215.173.1,53174,8.221.190.98,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,unisdk.proxima.nie.easebar.com,4476,6941,17,21,2026-02-02T20:48:11.615+08:00,2026-02-02T20:49:12.569+08:00
6,10.215.173.1,58812,34.84.169.218,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,mgbsdknaeast.matrix.easebar.com,1490,5750,10,10,2026-02-02T20:48:11.633+08:00,2026-02-02T20:48:20.342+08:00
17,10.215.173.1,54659,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,kiwarb-inapps.appsflyersdk.com,76,140,1,1,2026-02-02T20:48:11.691+08:00,2026-02-02T20:48:11.709+08:00
6,10.215.173.1,36754,3.165.67.112,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,kiwarb-inapps.appsflyersdk.com,3030,5816,10,10,2026-02-02T20:48:11.715+08:00,2026-02-02T20:48:13.218+08:00
6,10.215.173.1,36770,3.165.67.112,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,kiwarb-inapps.appsflyersdk.com,3150,5856,11,11,2026-02-02T20:48:11.719+08:00,2026-02-02T20:48:12.765+08:00
17,10.215.173.1,65450,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,data-detect.nie.easebar.com,73,177,1,1,2026-02-02T20:48:12.037+08:00,2026-02-02T20:48:12.073+08:00
6,10.215.173.1,51118,8.221.194.248,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,data-detect.nie.easebar.com,1853,4663,12,13,2026-02-02T20:48:12.076+08:00,2026-02-02T20:48:20.412+08:00
17,10.215.173.1,30891,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,applog.matrix.easebar.com,71,87,1,1,2026-02-02T20:48:12.543+08:00,2026-02-02T20:48:12.558+08:00
6,10.215.173.1,40694,34.120.31.123,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,applog.matrix.easebar.com,6696,4446,15,17,2026-02-02T20:48:12.564+08:00,2026-02-02T20:49:21.265+08:00
6,10.215.173.1,53186,8.221.190.98,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,drpf-h67naxx2gb.proxima.nie.easebar.com,162176,52446,200,210,2026-02-02T20:48:12.918+08:00,2026-02-02T20:49:42.085+08:00
17,10.215.173.1,27492,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,texture-naxx2gb.fp.ps.easebar.com,158,225,2,1,2026-02-02T20:48:14.719+08:00,2026-02-02T20:48:19.826+08:00
17,10.215.173.1,57933,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,218,1,1,2026-02-02T20:48:19.698+08:00,2026-02-02T20:48:19.715+08:00
17,10.215.173.1,33732,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,178,1,1,2026-02-02T20:48:19.702+08:00,2026-02-02T20:48:19.720+08:00
6,10.215.173.1,49922,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6431,8,8,2026-02-02T20:48:19.726+08:00,2026-02-02T20:48:19.876+08:00
6,10.215.173.1,42412,23.77.28.3,80,10356,Tank Company,com.netease.tankcompany,HTTP,Closed,texture-naxx2gb.fp.ps.easebar.com,16337,2353518,405,577,2026-02-02T20:48:19.831+08:00,2026-02-02T20:48:20.339+08:00
6,10.215.173.1,42422,23.77.28.3,80,10356,Tank Company,com.netease.tankcompany,HTTP,Closed,texture-naxx2gb.fp.ps.easebar.com,3417,233256,82,82,2026-02-02T20:48:19.835+08:00,2026-02-02T20:48:20.128+08:00
6,10.215.173.1,56722,34.102.237.119,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,sdk-os.mpsdk.easebar.com,2235,5953,7,7,2026-02-02T20:48:20.033+08:00,2026-02-02T20:49:21.265+08:00
6,10.215.173.1,32872,34.36.163.39,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,mcount.easebar.com,2857,6126,9,9,2026-02-02T20:48:20.039+08:00,2026-02-02T20:49:31.267+08:00
17,10.215.173.1,14986,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,244,1,1,2026-02-02T20:48:30.027+08:00,2026-02-02T20:48:30.042+08:00
17,10.215.173.1,50198,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,244,1,1,2026-02-02T20:48:30.029+08:00,2026-02-02T20:48:30.044+08:00
17,10.215.173.1,31324,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,220,1,1,2026-02-02T20:48:30.030+08:00,2026-02-02T20:48:30.045+08:00
17,10.215.173.1,44077,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,220,1,1,2026-02-02T20:48:30.033+08:00,2026-02-02T20:48:30.071+08:00
6,10.215.173.1,39180,202.69.184.88,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,16170,1307321,155,306,2026-02-02T20:48:30.050+08:00,2026-02-02T20:48:41.659+08:00
6,10.215.173.1,39188,202.69.184.88,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,17828,1513654,170,347,2026-02-02T20:48:30.053+08:00,2026-02-02T20:48:41.656+08:00
6,10.215.173.1,39194,202.69.184.88,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,17550,781206,143,268,2026-02-02T20:48:30.056+08:00,2026-02-02T20:48:41.655+08:00
6,10.215.173.1,39208,202.69.184.88,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,15688,1013397,123,233,2026-02-02T20:48:30.059+08:00,2026-02-02T20:48:41.659+08:00
6,10.215.173.1,39220,202.69.184.88,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,15179,720346,117,216,2026-02-02T20:48:30.062+08:00,2026-02-02T20:48:41.659+08:00
6,10.215.173.1,39234,202.69.184.88,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,15392,1032211,129,261,2026-02-02T20:48:30.066+08:00,2026-02-02T20:48:41.658+08:00
6,10.215.173.1,39244,202.69.184.88,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,16189,913277,129,259,2026-02-02T20:48:30.069+08:00,2026-02-02T20:48:41.664+08:00
6,10.215.173.1,60634,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,19392,2000032,229,416,2026-02-02T20:48:30.075+08:00,2026-02-02T20:48:41.657+08:00
17,10.215.173.1,43872,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,218,1,1,2026-02-02T20:48:37.880+08:00,2026-02-02T20:48:37.896+08:00
17,10.215.173.1,32998,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,178,1,1,2026-02-02T20:48:37.883+08:00,2026-02-02T20:48:37.899+08:00
6,10.215.173.1,56804,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6430,8,8,2026-02-02T20:48:37.904+08:00,2026-02-02T20:48:38.014+08:00
6,10.215.173.1,56806,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6471,8,9,2026-02-02T20:48:41.129+08:00,2026-02-02T20:48:41.197+08:00
17,10.215.173.1,35125,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,244,1,1,2026-02-02T20:48:42.209+08:00,2026-02-02T20:48:42.225+08:00
17,10.215.173.1,4074,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,220,1,1,2026-02-02T20:48:42.212+08:00,2026-02-02T20:48:42.227+08:00
17,10.215.173.1,29935,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,244,1,1,2026-02-02T20:48:42.215+08:00,2026-02-02T20:48:42.233+08:00
17,10.215.173.1,23680,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,220,1,1,2026-02-02T20:48:42.218+08:00,2026-02-02T20:48:42.236+08:00
6,10.215.173.1,35890,161.49.21.216,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,2873,561207,49,99,2026-02-02T20:48:42.231+08:00,2026-02-02T20:48:43.579+08:00
6,10.215.173.1,46482,161.49.21.210,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,3996,1057409,77,154,2026-02-02T20:48:42.240+08:00,2026-02-02T20:48:43.578+08:00
17,10.215.173.1,32998,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,220,1,1,2026-02-02T20:48:43.997+08:00,2026-02-02T20:48:44.015+08:00
17,10.215.173.1,52689,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,220,1,1,2026-02-02T20:48:44.002+08:00,2026-02-02T20:48:44.035+08:00
6,10.215.173.1,34622,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,4716,1063311,95,194,2026-02-02T20:48:44.020+08:00,2026-02-02T20:48:46.293+08:00
6,10.215.173.1,34626,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,5609,2208888,111,394,2026-02-02T20:48:44.023+08:00,2026-02-02T20:48:46.289+08:00
6,10.215.173.1,34640,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,6729,2224101,139,475,2026-02-02T20:48:44.025+08:00,2026-02-02T20:48:46.293+08:00
6,10.215.173.1,34650,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,14955,3384681,332,923,2026-02-02T20:48:44.027+08:00,2026-02-02T20:48:46.287+08:00
6,10.215.173.1,34646,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,2636,302359,43,85,2026-02-02T20:48:44.028+08:00,2026-02-02T20:48:46.290+08:00
6,10.215.173.1,34656,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,6889,2126822,143,352,2026-02-02T20:48:44.031+08:00,2026-02-02T20:48:46.293+08:00
6,10.215.173.1,34660,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,5769,1989371,115,297,2026-02-02T20:48:44.033+08:00,2026-02-02T20:48:46.290+08:00
6,10.215.173.1,46492,161.49.21.210,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,3996,938762,77,168,2026-02-02T20:48:44.038+08:00,2026-02-02T20:48:46.297+08:00
6,10.215.173.1,34672,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,113863,34829060,2602,7638,2026-02-02T20:48:46.648+08:00,2026-02-02T20:49:16.718+08:00
6,10.215.173.1,34676,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,83356,19733721,1928,4857,2026-02-02T20:48:46.654+08:00,2026-02-02T20:49:16.715+08:00
6,10.215.173.1,34692,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,94791,24424700,2182,5886,2026-02-02T20:48:46.656+08:00,2026-02-02T20:49:16.719+08:00
6,10.215.173.1,34694,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,93365,28060763,2096,6181,2026-02-02T20:48:46.661+08:00,2026-02-02T20:49:16.719+08:00
6,10.215.173.1,34708,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,92885,32495443,2097,7187,2026-02-02T20:48:46.664+08:00,2026-02-02T20:49:16.715+08:00
6,10.215.173.1,34716,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,83901,25089534,1904,5547,2026-02-02T20:48:46.667+08:00,2026-02-02T20:49:16.716+08:00
6,10.215.173.1,34728,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,116975,40563461,2617,8626,2026-02-02T20:48:46.670+08:00,2026-02-02T20:49:16.719+08:00
6,10.215.173.1,34720,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,102067,38024181,2276,7296,2026-02-02T20:48:46.674+08:00,2026-02-02T20:49:16.717+08:00
17,10.215.173.1,49512,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,244,1,1,2026-02-02T20:49:17.010+08:00,2026-02-02T20:49:17.026+08:00
17,10.215.173.1,29444,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,244,1,1,2026-02-02T20:49:17.013+08:00,2026-02-02T20:49:17.028+08:00
17,10.215.173.1,23898,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,220,1,1,2026-02-02T20:49:17.016+08:00,2026-02-02T20:49:17.031+08:00
17,10.215.173.1,57104,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.gph.easebar.com,72,220,1,1,2026-02-02T20:49:17.018+08:00,2026-02-02T20:49:17.033+08:00
6,10.215.173.1,55772,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,66312,33668371,1376,5788,2026-02-02T20:49:17.036+08:00,2026-02-02T20:50:10.749+08:00
6,10.215.173.1,55788,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,108841,63039636,2281,11836,2026-02-02T20:49:17.039+08:00,2026-02-02T20:50:10.750+08:00
6,10.215.173.1,55784,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,104534,70408265,2086,12576,2026-02-02T20:49:17.045+08:00,2026-02-02T20:50:10.748+08:00
6,10.215.173.1,55802,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,115033,71725970,2366,11856,2026-02-02T20:49:17.048+08:00,2026-02-02T20:50:10.748+08:00
6,10.215.173.1,55812,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,97966,53446633,2072,9426,2026-02-02T20:49:17.051+08:00,2026-02-02T20:50:10.750+08:00
6,10.215.173.1,55814,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,82521,71370088,1566,10414,2026-02-02T20:49:17.055+08:00,2026-02-02T20:50:10.748+08:00
6,10.215.173.1,38374,161.49.21.216,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,100801,60149484,2074,9985,2026-02-02T20:49:17.058+08:00,2026-02-02T20:50:10.750+08:00
6,10.215.173.1,55822,202.69.184.72,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.gph.easebar.com,61031,27674457,1275,4960,2026-02-02T20:49:17.063+08:00,2026-02-02T20:50:10.749+08:00
17,10.215.173.1,1865,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,218,1,1,2026-02-02T20:49:23.968+08:00,2026-02-02T20:49:24.023+08:00
17,10.215.173.1,2283,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,178,1,1,2026-02-02T20:49:23.970+08:00,2026-02-02T20:49:24.025+08:00
6,10.215.173.1,52404,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6432,8,8,2026-02-02T20:49:24.031+08:00,2026-02-02T20:49:24.308+08:00
17,10.215.173.1,47467,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,218,1,1,2026-02-02T20:49:27.110+08:00,2026-02-02T20:49:27.128+08:00
6,10.215.173.1,53032,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6512,8,10,2026-02-02T20:49:27.133+08:00,2026-02-02T20:49:27.241+08:00
17,10.215.173.1,62252,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,218,1,1,2026-02-02T20:49:43.475+08:00,2026-02-02T20:49:43.491+08:00
17,10.215.173.1,51902,10.215.173.2,53,10356,Tank Company,com.netease.tankcompany,DNS,Closed,h67naxx2gb.update.easebar.com,75,178,1,1,2026-02-02T20:49:43.478+08:00,2026-02-02T20:49:43.493+08:00
6,10.215.173.1,56996,23.217.147.202,443,10356,Tank Company,com.netease.tankcompany,HTTPS,Closed,h67naxx2gb.update.easebar.com,1193,6431,8,8,2026-02-02T20:49:43.499+08:00,2026-02-02T20:49:43.597+08:00
